15130045	2689
15130045	2314
15130045	3407
15130045	2936
15130045	2517
15130045	2656
15130045	1930
15130045	2441
15130045	3055
15130045	2952
15130045	2991
15130045	3397
15130045	3374
15130045	2198
15130045	3063
15130045	2826
15130045	3294
15130045	2872
15130045	2975
15130045	3529
15130045	2141
15130045	2567
15130045	3915
15130045	4194
15130045	3923
15130045	3446
15130045	3695
15130045	2059
15130045	2858
15130045	4211
15130045	4220
15130045	2084
15130045	3348
15130045	3168
15130045	3705
15130045	3883
15130045	2817
15130045	3893
15130045	3455
15130045	2415
15130045	3203
15130045	4425
15130045	4337
15130045	4443
15130045	4363
15130045	3000
15130045	2578
15130045	4602
15130045	4588
15130045	5082
15130045	4057
15130045	4119
15130045	3632
15130045	3875
15130045	3487
15130045	4606
15130045	3112
15130045	5261
15130045	3976
15130045	3853
15130045	3865
15130045	4803
15130045	4777
15130045	3968
15130045	4472
15130045	4133
15130045	4285
15130045	5276
15130045	4834
15130045	3773
15130045	4260
15130045	4171
15130045	4155
15130045	5520
15130045	3837
15130045	3677
15130045	4000
15130045	5394
15130045	5821
15130045	4488
15130045	3649
15130045	5371
15130045	4979
15130045	4876
15130045	4860
15130045	4866
15130045	4723
15130045	4228
15130045	6180
15130045	4497
15130045	6978
15130045	5173
15130045	5954
15130045	4986
15130045	7341
15130045	5333
15130045	7619
15130045	4907
15130045	5120
15130045	5448
15130045	5901
15130045	4739
15130045	5292
15130045	5681
15130045	5738
15130045	5434
15130045	5893
15130045	5188
15130045	5885
15130045	7642
15130045	8206
15130045	8540
15130045	7652
15130045	8438
15130045	7252
15130045	7235
15130045	8726
15130045	8377
15130045	8217
15130045	9335
15130045	8741
15130045	8919
15130045	7660
15130045	8484
15130045	9078
15130045	9365
15130045	9393
15130045	8383
15130045	9342
15130045	9374
15130045	7938
15130045	8807
15130045	9547
15130045	7769
15130045	9538
15130045	9437
15130045	9423
15130045	9528
15130045	8277
15130045	8079
15130045	9041
15130045	9251
15130045	8183
15130045	9514
15130045	8751
15130045	9749
15130045	9579
15130045	9486
15130045	9206
15130045	8872
15130045	9444
15130045	9506
15130045	8902
15130045	9603
15130045	9189
15130045	10141
15130045	9587
15130045	10230
15130045	10122
15130045	9909
15130045	10607
15130045	9693
15130045	10173
15130045	10756
15130045	10689
15130045	10887
15130045	10469
15130045	10663
15130045	11024
15130045	11267
15130045	11336
15130045	11259
15130045	10909
15130045	11239
15130045	10773
15130045	11295
15130045	11434
15130045	11642
15130045	11412
15130045	11954
15130045	11855
15130045	11799
15130045	11933
15130045	11361
15130045	11678
15130045	12072
15130045	11510
15130045	12166
15130045	12222
15130045	12247
15130045	12054
15130045	12340
15130045	11651
15130045	11864
15130045	11962
15130045	11419
15130045	11664
15130045	12021
15130045	11463
15130045	11841
15130045	11927
15130045	11725
15130045	11557
15130045	12080
15130045	11437
15130045	12486
15130045	12088
15130045	11547
15130045	12498
15130045	12624
15130045	12343
15130045	12690
15130045	12301
15130045	12359
15130045	12937
15130045	12540
15130045	12877
15130045	13059
15130045	12473
15130045	12961
15130045	12953
15130045	12846
15130045	13092
15130045	12608
15130045	13286
15130045	13126
15130045	13311
15130045	13466
15130045	13546
15130045	13681
15130045	13638
15130045	13513
15130045	13944
15130045	13563
15130045	13906
15130045	13376
15130045	13621
15130045	13921
15130045	13961
15130045	14184
15130045	14055
15130045	14198
15130045	14341
15130045	14544
15130045	14621
15130045	14649
15130045	14395
15130045	14584
15130045	14419
15130045	14267
15130045	14471
15130045	14672
15130045	15142
15130045	14902
15130045	15074
15130045	15167
15130045	15355
15130045	15282
15130045	15380
15130045	15094
15130045	15205
15130045	14811
15130045	15634
15130045	16448
15130045	16492
15130045	16540
15130045	16726
15130045	16797
15130045	16424
15130045	16682
15130045	16087
15130045	16842
15130045	17004
15130045	17029
15130045	17109
15130045	17331
15130045	16913
15130045	17518
15130045	17531
15130045	17503
15130045	17560
15130045	17662
15130045	17653
15130045	17364
15130045	17699
15130045	18041
15130045	17941
15130045	18023
15130045	18614
15130045	18676
15130045	18848
15130045	18982
15130045	18575
15130045	18230
15130045	18784
15130045	18838
15130045	18115
15130045	18696
15130045	19196
15130045	18936
15130045	19066
15130045	19086
15130045	19027
15130045	19188
15130045	19385
15130045	19417
15130045	19253
15130045	19502
15130045	19570
15130045	21444
15130045	21183
15130045	21650
15130045	21786
15130045	21770
15130045	21980
15130045	22253
15130045	22229
15130045	22007
15130045	22059
15130045	22425
15130045	22618
15130045	22519
15130045	22492
15130045	22752
15130045	22867
15130045	22557
15130045	22886
15130045	22901
15130045	23209
15130045	23573
15130045	23394
15130045	23622
15130045	23539
15130045	23632
15130045	23599
15130045	23659
15130045	22987
15130045	24045
15130045	23958
15130045	23781
15130045	23496
15130045	24286
15130045	24429
15130045	24324
15130045	24277
15130045	24861
15130045	24770
15130045	24930
15130045	24820
15130045	25205
15130045	27887
15130045	27760
15130045	28240
15130045	28319
15130045	28399
15130045	28359
15130045	28203
15130045	28616
15130045	28633
15130045	28690
